resume_id,job_role,tfidf_score,semantic_score,abs_diff
11763983,UI/UX Designer,0.20087529879232208,0.28681325912475586,0.08593796033243378
11763983,Data Scientist,0.16024504827992228,0.31534796953201294,0.15510292125209066
11763983,DevOps Engineer,0.19295200959533654,0.3029186725616455,0.10996666296630897
11763983,Product Manager,0.1360138980170093,0.26785433292388916,0.13184043490687986
27490876,Machine Learning Engineer,0.3663111881416511,0.259954035282135,0.10635715285951608
27490876,UI/UX Designer,0.22641640681363365,0.2649819850921631,0.03856557827852944
27490876,Data Scientist,0.17563891201943133,0.24251312017440796,0.06687420815497663
27490876,DevOps Engineer,0.21172683721043148,0.2659940719604492,0.05426723475001774
27490876,Product Manager,0.1467951492414196,0.2082933485507965,0.061498199309376916
32977530,Machine Learning Engineer,0.388580206954086,0.3470120429992676,0.04156816395481844
32977530,UI/UX Designer,0.1843147169571451,0.30408817529678345,0.11977345833963834
32977530,Data Scientist,0.15266045036506465,0.4067230224609375,0.25406257209587285
32977530,DevOps Engineer,0.1743857724161414,0.3085867762565613,0.13420100384041989
32977530,Product Manager,0.12719119844685062,0.3112902045249939,0.18409900607814328
93002334,Machine Learning Engineer,0.33181832481573076,0.2672010362148285,0.06461728860090227
93002334,UI/UX Designer,0.19943077705738765,0.32395821809768677,0.12452744104029911
93002334,Data Scientist,0.17297706291343723,0.3273922801017761,0.1544152171883389
93002334,DevOps Engineer,0.17932181187880644,0.3661285638809204,0.18680675200211397
93002334,Product Manager,0.12509051706381558,0.40936043858528137,0.2842699215214658
24184357,Machine Learning Engineer,0.3865773610530234,0.25310853123664856,0.13346882981637487
24184357,UI/UX Designer,0.22382136867620533,0.3197281062602997,0.09590673758409435
24184357,Data Scientist,0.22993737225026972,0.33151668310165405,0.10157931085138433
24184357,DevOps Engineer,0.2194230449684391,0.3152250349521637,0.0958019899837246
24184357,Product Manager,0.15586332486138643,0.31372973322868347,0.15786640836729704
73077810,Machine Learning Engineer,0.36433880802649515,0.3139435648918152,0.05039524313467997
73077810,UI/UX Designer,0.22129923492464862,0.2707332372665405,0.04943400234189191
73077810,Data Scientist,0.16012905090111448,0.3332955837249756,0.1731665328238611
73077810,DevOps Engineer,0.20888684978573677,0.29181355237960815,0.08292670259387139
73077810,Product Manager,0.16027386015832512,0.2847408950328827,0.12446703487455757
13879043,Machine Learning Engineer,0.3222758688946381,0.18935954570770264,0.13291632318693547
13879043,UI/UX Designer,0.2549738998895952,0.198155015707016,0.05681888418257919
13879043,Data Scientist,0.23182428276431824,0.22353482246398926,0.008289460300328982
13879043,DevOps Engineer,0.24630732134902744,0.2207733690738678,0.025533952275159644
13879043,Product Manager,0.20039923557325068,0.2604992389678955,0.06010000339464483
30163002,Machine Learning Engineer,0.3708594858121388,0.24402713775634766,0.12683234805579113
30163002,UI/UX Designer,0.19349710365099812,0.29353219270706177,0.10003508905606365
30163002,Data Scientist,0.15624583092175873,0.3489544987678528,0.19270866784609406
30163002,DevOps Engineer,0.19071807919792336,0.25503116846084595,0.06431308926292259
30163002,Product Manager,0.11341932131772327,0.271422415971756,0.15800309465403273
18827609,Machine Learning Engineer,0.3485288704461135,0.36662280559539795,0.018093935149284424
18827609,UI/UX Designer,0.2005579006085701,0.30246829986572266,0.10191039925715256
18827609,Data Scientist,0.18132355950003298,0.3171061873435974,0.13578262784356443
18827609,DevOps Engineer,0.18845937003428595,0.34077611565589905,0.1523167456216131
18827609,Product Manager,0.16104911655180756,0.31600648164749146,0.1549573650956839
25676643,Machine Learning Engineer,0.4233844537929237,0.3594118356704712,0.06397261812245253
25676643,UI/UX Designer,0.2900124185414685,0.3413925766944885,0.05138015815302005
25676643,Data Scientist,0.2357267790346118,0.33568063378334045,0.09995385474872864
25676643,DevOps Engineer,0.2818917215230483,0.3613342046737671,0.07944248315071878
25676643,Product Manager,0.19754997411586478,0.3491600453853607,0.15161007126949594
12786012,Machine Learning Engineer,0.29727341511227695,0.24655696749687195,0.050716447615405
12786012,UI/UX Designer,0.2100008407617618,0.2722623348236084,0.06226149406184661
12786012,Data Scientist,0.1513530579556368,0.27340006828308105,0.12204701032744425
12786012,DevOps Engineer,0.19403069833800302,0.303539514541626,0.10950881620362296
12786012,Product Manager,0.12996935596300432,0.27839237451553345,0.14842301855252912
87968870,Machine Learning Engineer,0.35002643636664676,0.23922425508499146,0.11080218128165531
87968870,UI/UX Designer,0.211513890858991,0.2959502935409546,0.08443640268196359
87968870,Data Scientist,0.1580057934323819,0.2569548487663269,0.09894905533394499
87968870,DevOps Engineer,0.20168949998810073,0.28776636719703674,0.08607686720893601
87968870,Product Manager,0.1338698838467551,0.2872317433357239,0.15336185948896877
46258701,Machine Learning Engineer,0.2876083707777121,0.35531747341156006,0.06770910263384794
46258701,UI/UX Designer,0.21539358166301628,0.3163749873638153,0.10098140570079903
46258701,Data Scientist,0.17273018471276005,0.32871192693710327,0.15598174222434322
46258701,DevOps Engineer,0.18665821995412168,0.3478015065193176,0.16114328656519594
46258701,Product Manager,0.1460360250329508,0.306832492351532,0.1607964673185812
14225422,Machine Learning Engineer,0.3993339352063696,0.3038732409477234,0.09546069425864623
14225422,UI/UX Designer,0.2218844522364759,0.3297419548034668,0.10785750256699089
14225422,Data Scientist,0.17296592751977424,0.31468501687049866,0.14171908935072441
14225422,DevOps Engineer,0.2175727635547751,0.37053051590919495,0.15295775235441986
14225422,Product Manager,0.15337080832656375,0.3842669129371643,0.23089610461060056
29297973,Machine Learning Engineer,0.32995296509056166,0.261536180973053,0.06841678411750868
29297973,UI/UX Designer,0.19599612852200107,0.253848135471344,0.05785200694934292
29297973,Data Scientist,0.13805388534113272,0.27753883600234985,0.13948495066121713
29297973,DevOps Engineer,0.1828439992042869,0.30881714820861816,0.12597314900433126
29297973,Product Manager,0.12647634796981586,0.2923608124256134,0.16588446445579755
18334783,Machine Learning Engineer,0.25769049864792376,0.2717004418373108,0.01400994318938703
18334783,UI/UX Designer,0.204223136188592,0.2488548457622528,0.044631709573660805
18334783,Data Scientist,0.182040422361115,0.2679871916770935,0.0859467693159785
18334783,DevOps Engineer,0.1849996251722002,0.3071745038032532,0.12217487863105297
18334783,Product Manager,0.14591089879146052,0.30252185463905334,0.15661095584759283
19717385,Machine Learning Engineer,0.373538478586679,0.317012757062912,0.056525721523767
19717385,UI/UX Designer,0.22654664613725067,0.26882150769233704,0.04227486155508636
19717385,Data Scientist,0.2207206625841842,0.2846609652042389,0.06394030262005468
19717385,DevOps Engineer,0.2329813019351606,0.21447592973709106,0.018505372198069525
19717385,Product Manager,0.17179120945854245,0.22878965735435486,0.056998447895812404
49937469,Machine Learning Engineer,0.3507760393108323,0.27880918979644775,0.07196684951438453
49937469,UI/UX Designer,0.1947828430291489,0.2606097459793091,0.0658269029501602
49937469,Data Scientist,0.1680475895155239,0.2670102119445801,0.09896262242905618
49937469,DevOps Engineer,0.1915706840535935,0.28828442096710205,0.09671373691350854
49937469,Product Manager,0.1492091859388752,0.3215104341506958,0.1723012482118206
18316239,Machine Learning Engineer,0.3583611979376538,0.3297877907752991,0.028573407162354736
18316239,UI/UX Designer,0.1939099570387618,0.2975779175758362,0.10366796053707439
18316239,Data Scientist,0.1524863003612937,0.29792243242263794,0.14543613206134423
18316239,DevOps Engineer,0.1919117606946231,0.34147313237190247,0.14956137167727937
18316239,Product Manager,0.11977667035030275,0.28210893273353577,0.162332262383233
17855844,Machine Learning Engineer,0.3611488861834206,0.22966545820236206,0.13148342798105855
17855844,UI/UX Designer,0.21855844458974788,0.22924137115478516,0.010682926565037276
17855844,Data Scientist,0.17098632789342166,0.271060049533844,0.10007372164042233
17855844,DevOps Engineer,0.2108695906575335,0.24195286631584167,0.03108327565830818
17855844,Product Manager,0.15577210680040549,0.26358041167259216,0.10780830487218668
57667857,Machine Learning Engineer,0.42866590515533354,0.2999786138534546,0.12868729130187895
57667857,UI/UX Designer,0.20456357969085315,0.25709080696105957,0.05252722727020642
57667857,Data Scientist,0.18216529598177852,0.29554644227027893,0.1133811462885004
57667857,DevOps Engineer,0.19605337292503827,0.27606338262557983,0.08001000970054156
57667857,Product Manager,0.1318599835007722,0.28180766105651855,0.14994767755574637
17422560,Machine Learning Engineer,0.3618379218778643,0.22237908840179443,0.13945883347606985
17422560,UI/UX Designer,0.20480408909292325,0.23882776498794556,0.03402367589502231
17422560,Data Scientist,0.16981488858965538,0.25273597240448,0.0829210838148246
17422560,DevOps Engineer,0.19580862984646258,0.2619323432445526,0.06612371339809003
17422560,Product Manager,0.11946190154384285,0.24457482993602753,0.12511292839218469
32947778,Machine Learning Engineer,0.36571087593457136,0.27197083830833435,0.093740037626237
32947778,UI/UX Designer,0.2111212375357462,0.27864697575569153,0.06752573821994534
32947778,Data Scientist,0.15623763419716705,0.2865024507045746,0.13026481650740754
32947778,DevOps Engineer,0.2030957582031822,0.2791535258293152,0.07605776762613298
32947778,Product Manager,0.1340609685426303,0.3225499987602234,0.18848903021759308
23914451,Machine Learning Engineer,0.3258956577034526,0.2832215130329132,0.04267414467053937
23914451,UI/UX Designer,0.1575249573834074,0.23856177926063538,0.08103682187722797
23914451,Data Scientist,0.12846177673816106,0.25662410259246826,0.1281623258543072
23914451,DevOps Engineer,0.15123656930979576,0.25250309705734253,0.10126652774754677
23914451,Product Manager,0.09914420279276508,0.30565372109413147,0.20650951830136638
21265194,Machine Learning Engineer,0.3444409636725421,0.27417486906051636,0.07026609461202576
21265194,UI/UX Designer,0.16405004239562634,0.2489873170852661,0.08493727468963977
21265194,Data Scientist,0.13833180525131764,0.28342682123184204,0.1450950159805244
21265194,DevOps Engineer,0.15594935149569983,0.25000715255737305,0.09405780106167322
21265194,Product Manager,0.11223510844878344,0.3478352427482605,0.23560013429947707
51769822,Machine Learning Engineer,0.3610323166628564,0.34452584385871887,0.01650647280413753
51769822,UI/UX Designer,0.19916275706122089,0.32684776186943054,0.12768500480820966
51769822,Data Scientist,0.16760170589956166,0.3899461030960083,0.22234439719644664
51769822,DevOps Engineer,0.1809105451251176,0.3497566282749176,0.1688460831498
51769822,Product Manager,0.12084376424891798,0.35207849740982056,0.2312347331609026
19616406,Machine Learning Engineer,0.15894647007095472,0.23507782816886902,0.0761313580979143
19616406,UI/UX Designer,0.12769316704521572,0.2977305054664612,0.17003733842124547
19616406,Data Scientist,0.0960773555636586,0.22920238971710205,0.13312503415344346
19616406,DevOps Engineer,0.09930792688261068,0.31888967752456665,0.21958175064195595
19616406,Product Manager,0.0959831047655196,0.3024164140224457,0.20643330925692607
41523474,Machine Learning Engineer,0.33899949111447486,0.18790704011917114,0.15109245099530372
41523474,UI/UX Designer,0.21967356435129357,0.2980664372444153,0.07839287289312172
41523474,Data Scientist,0.2085428764935788,0.30516359210014343,0.09662071560656463
41523474,DevOps Engineer,0.22720838787965325,0.28164052963256836,0.05443214175291511
41523474,Product Manager,0.16497676547699736,0.33028507232666016,0.1653083068496628
59962788,Machine Learning Engineer,0.27891294156654767,0.23975181579589844,0.03916112577064923
59962788,UI/UX Designer,0.2430063462598048,0.2339317500591278,0.009074596200676993
59962788,Data Scientist,0.20092291993269285,0.23936530947685242,0.03844238954415957
59962788,DevOps Engineer,0.22162511255942532,0.243333101272583,0.021707988713157683
59962788,Product Manager,0.17873921983911117,0.2652389407157898,0.08649972087667862
86184722,Machine Learning Engineer,0.37145047326034103,0.29549556970596313,0.0759549035543779
86184722,UI/UX Designer,0.2371679198305897,0.26113361120224,0.023965691371650277
86184722,Data Scientist,0.1789375964668593,0.28067129850387573,0.10173370203701643
86184722,DevOps Engineer,0.2089696568348141,0.29605045914649963,0.08708080231168552
86184722,Product Manager,0.15499934192821582,0.3066776394844055,0.1516782975561897
28419173,Machine Learning Engineer,0.37232966470832657,0.27859899401664734,0.09373067069167923
28419173,UI/UX Designer,0.22377891922903242,0.2594156265258789,0.03563670729684648
28419173,Data Scientist,0.15912490688991907,0.28730660676956177,0.1281816998796427
28419173,DevOps Engineer,0.18114970878099806,0.2671099305152893,0.08596022173429124
28419173,Product Manager,0.1668917069864436,0.2382495105266571,0.07135780354021351
18155310,Machine Learning Engineer,0.3589388878734727,0.24473640322685242,0.1142024846466203
18155310,UI/UX Designer,0.2169469368289826,0.2966017425060272,0.07965480567704461
18155310,Data Scientist,0.18991496964600843,0.32081639766693115,0.13090142802092272
18155310,DevOps Engineer,0.2159782714982285,0.3018035888671875,0.08582531736895899
18155310,Product Manager,0.1790084669006919,0.2843724489212036,0.10536398202051173
26780935,Machine Learning Engineer,0.33609710791649866,0.2734656035900116,0.06263150432648706
26780935,UI/UX Designer,0.1700222676012702,0.24992311000823975,0.07990084240696954
26780935,Data Scientist,0.13231780260745157,0.28366774320602417,0.1513499405985726
26780935,DevOps Engineer,0.15900020646163734,0.258359432220459,0.09935922575882164
26780935,Product Manager,0.0939154507047413,0.2742981016635895,0.18038265095884817
34554248,Machine Learning Engineer,0.4073946419054303,0.16299185156822205,0.24440279033720824
34554248,UI/UX Designer,0.22222360418165749,0.25290951132774353,0.030685907146086044
34554248,Data Scientist,0.16817118812134596,0.24578894674777985,0.07761775862643389
34554248,DevOps Engineer,0.21433682294629589,0.241545170545578,0.027208347599282118
34554248,Product Manager,0.14877514913774478,0.21409019827842712,0.06531504914068234
26202430,Machine Learning Engineer,0.4060097135489946,0.35423532128334045,0.05177439226565417
26202430,UI/UX Designer,0.25370944067356277,0.33512037992477417,0.0814109392512114
26202430,Data Scientist,0.22064705453939104,0.3496679663658142,0.12902091182642317
26202430,DevOps Engineer,0.2238294545270803,0.3097061514854431,0.08587669695836281
26202430,Product Manager,0.1501174178570033,0.340614378452301,0.19049696059529772
19867922,Machine Learning Engineer,0.36944458442401085,0.2546243667602539,0.11482021766375694
19867922,UI/UX Designer,0.21290513355582616,0.32513928413391113,0.11223415057808497
19867922,Data Scientist,0.19415898587448485,0.3180333375930786,0.12387435171859376
19867922,DevOps Engineer,0.2099796999612458,0.32351863384246826,0.11353893388122246
19867922,Product Manager,0.1335579138790846,0.3154221773147583,0.1818642634356737
91930382,Machine Learning Engineer,0.31109346618593864,0.27801525592803955,0.03307821025789909
91930382,UI/UX Designer,0.2181636122285657,0.3035573661327362,0.0853937539041705
91930382,Data Scientist,0.18481173850304652,0.2942613363265991,0.1094495978235526
91930382,DevOps Engineer,0.21172401309469044,0.29107511043548584,0.0793510973407954
91930382,Product Manager,0.15614472200078164,0.23766273260116577,0.08151801060038413
